news_id,category,subcategory,title,abstract
N15675,lifestyle,lifestylebuzz,5-year-old girl dazzles in extravagant Disney princess costumes,"COMSTOCK PARK, Mich.   Five-year-old Roslyn Breen is becoming known for her extravagant Halloween costumes. FOX 17 first introduced viewers to Breen in 2017 when she stunned in a Cinderella costume, complete with a magical carriage. ""We take her having her wheelchair as a special opportunity to just go a little bit above and beyond the traditional costume,"" said mom Tiffany Breen. ""That ..."
N39894,travel,travelnews,"Charlton County 911, emergency lines out of service, Board of Commissioners says","The Charlton County 911 phone lines and the non-emergency lines are currently out of service, according to the Charlton County Board of Commissioners."
N45917,finance,finance-technology,"Leaked emails show how Facebook wielded its control over user data to hobble rivals like YouTube, Twitter, and Amazon",Facebook employees regularly discussed how to make special exceptions to the company's policies on data-sharing in order to hobble its competitors.
N16424,finance,financenews,Flags Across Colorado Lowered To Half-Staff In Honor Of Ruben Valdez,"Flags across Colorado are being lowered to half-staff on Wednesday, the day of the memorial service for former Colorado Speaker of the House Ruben Valdez."
N44324,lifestyle,lifestyleroyals,Meghan Markle Says That Archie Has Two Teeth and Is Crawling,The cutest? Or the cutest ever?
N7210,finance,finance-companies,Facebook has finally decided that the best way to deliver news is to act like a newspaper,The limits of the platform model: Sometimes you need to pay humans to make and edit news.
N8906,foodanddrink,newstrends,2 placed on leave as DEM investigates why vendor was asked to pay for staff cookout,"PROVIDENCE -- An employee and division chief at the Department of Environmental Management have been placed on administrative leave pending an investigation into why the employee asked a DEM vendor to fund a cookout for 40 department employees in late September.The vendor, North-Eastern Tree Services Inc. of Cranston, has received $1.5 million from the state for its work over the past five ..."
N27748,health,wellness,"Sorry, Your Essential Oils Are Essentially Useless",The fact that so many people regularly use essential oils without proof of their risks and benefits has some health experts worried.
N12549,foodanddrink,newstrends,She sees trash as a precious commodity,"'Our trash doesn't disappear, it goes somewhere' and in a circular economy, it could be a valuable resource, says this environmentalist."
N13553,lifestyle,lifestylebuzz,"How to keep your kids safe at home, the Friends reunion and impeachment hearings on Lunch Break with Jay Crawford","On Wednesday's Lunch Break with Jay Crawford, we're chewing on the first public impeachment hearings concerning President Donald Trump being held today in Washington, D.C., news of a Friends reunion in the works and celebrating World Kindness Day. With the impeachment hearings being streamed live all day today, we want to know what you think about the process. Let us know at wkyc.com/votenow. Dr. Frank Esper from the Cleveland Clinic will be in..."
N43289,weather,weathertopstories,Is fall dead? Is this a blue norther? And other questions answered about the Arctic blast,"The blast of Arctic air that's charging across the country will bring the growing season to a screeching halt across much of the central, southern and eastern U.S."
N6458,weather,weathertopstories,"'Brutal' Arctic blast is affecting 200 million people from Chicago to Texas, and it isn't over yet","The Arctic blast is bringing record-breaking cold and snow across the US. Schools are delayed, flights canceled and 200 million will feel the freeze."
N43865,foodanddrink,tipsandtricks,We Tried Jeni's New Holiday Flavors Here's How They Taste,Five new flavors are dropping just in time for the holiday season.
N14058,health,mentalhealth,5 Signs It's Time for Memory Care,"Changes in behavior, confusion and declining physical health could signal someone needs memory care."
N31824,foodanddrink,wines,Everything you need to know about natural wine this holiday season,"Although it's wine season, year-round, the holidays are the perfect time to try something different, and that's where natural wines come in. The natural wines category is growing pretty rapidly, and if you haven't gotten into the craze, now is the perfect time to join team natural wine. As a huge wino, I was curious to explore the world of natural wines. I spoke with natural wines expert and beverage director at Faro, Siobhan Spencer, all about..."
N19043,foodanddrink,recipes,Our 30 Favorite Recipes for Brussels Sprouts,They're not actually baby cabbages. But they are adorable and delicious.
N27943,finance,financenews,"'The challenges are staggering at times': NC rural schools in dire situation, report says","With the second most rural students in the country, North Carolina's rural education is a top priority. A new report spotlights what is still needed."
N64048,foodanddrink,tipsandtricks,It's Soup Season: A Ranking Of Trader Joe's Best Soups,"As the temperatures begin to get cooler and cooler, that only means one thing: it's soup season! Here's a ranking of Trader Joe's best soups to help guide you; let's see what my man Joe has to offer."
N37510,travel,traveltripideas,Egypt's 11 best museums: The treasures you can't miss,"Egypt has always had far more treasures than a single museum could display. From Cairo's classic Egyptian Museum to the intriguing Museum of Mummification in Luxor, these are the best ones to visit."
N7916,travel,travelnews,Abu Dhabi's Etihad sets up low-cost airline with Air Arabia,Abu Dhabi's Etihad sets up low-cost airline with Air Arabia
N31585,finance,finance-companies,Industries that will struggle to survive the next 20 years,"Industries have always come and gone thanks to changes in society. Whether it's down to advances in technology, lack of demand or government policies, no sector is completely safe."
N61791,video,news,"Renowned Napoleon re-enactor admits murdering lover, 24",A distinguished Russian historian known for re-enacting Napoleonic battle scenes has admitted to murdering his partner after he was discovered in a river with a rucksack containing her dismembered arms. Joe Davies reports.
N7510,weather,weathertopstories,"Denver metro area school and government office closures, Oct. 28, 2019","On days with severe weather, school closures and government office closures will be updated throughout the day."
N55003,autos,autosclassics,This Amazing Period-Correct Event Is Cosplay for Hot-Rodders,The Race of Gentlemen (TROG) has to be seen to be believed.
N15882,travel,travelarticle,Dear Santa: Postal Service Deadline For North Pole,"If you know a special child who would be thrilled to get a personalized letter all the way from the North Pole, you still have time."
N17059,finance,finance-companies,No. 1 milk company declares bankruptcy amid drop in demand,"Dean Foods blamed a decadeslong drop in milk consumption that has seen people turn to alternatives like soda, juice and almond milk."
N48758,video,news,Breaking down the 2020 Democratic field,Reaction and analysis from Ethan Bearman and William Jacobson.
N47095,tv,tvnews,Catherine The Great - Official Trailer,"CATHERINE THE GREAT Official Trailer (NEW 2019) Helen Mirren, Drama TV Series"
N19776,health,fitness,How to get Halle Berry's 6-pack abs without spending 4 hours a day at the gym,"A combination of good nutrition, circuit training, and patience can help women sculpt their cores at any age, but it's not easy."
N60629,foodanddrink,foodnews,Alaska university accepting PB&J in lieu of cash for unpaid parking fines,The University of Alaska in Anchorage is helping students address unpaid parking fines and combat hunger at the same time.
N61385,tv,tvnews,Jimmy Kimmel was 'furious' after cringeworthy roast of Bill Gates on his last day at Microsoft,"Jimmy Kimmel has many fans. Bill Gates is not among them. Kimmel recently rehashed a cringeworthy experience that left him ""furious"" a few years back, describing the humiliation of performing a roast at Gates' Microsoft retirement party. Although Kimmel had been reassured that Gates was on board with being roasted   it wasn't a surprise; it was even promoted on the event invitation   his stony-faced reactions proved otherwise. ""It was a..."
N5688,foodanddrink,recipes,Salt & Vinegar Mashed Potatoes Are More Addictive Than Potato Chips,"A Big Little Recipe has the smallest-possible ingredient list and big everything else: flavor, creativity, wow factor. Psst we don't count water, salt, black pepper, and certain fats (specifically, 1/2 cup or less of olive oil, vegetable oil, and butter), since we're guessing you have those covered."
N1925,weather,weathertopstories,Bay Area rainfall: When's it coming and when should we start to worry?,"Dry weather across California has made the air gritty, kept fire risk up, and presented challenges to Lake Tahoe ski resorts, who hope to open in the next week or two."
N6155,finance,financenews,Denver Hopes To Replicate Greeley's Economic Boost From Common Consumption Areas,The city of Greeley was the first municipality in the state to pass a similar proposal.
N29940,foodanddrink,recipes,42 Brand New Christmas Cookie Recipes to Bake This Year,Add a few new Christmas cookie recipes to your cookie plates this year. We've got more than 40 new recipes just waiting to be baked up in your kitchen. The post 42 Brand New Christmas Cookie Recipes to Bake This Year appeared first on Taste of Home.
N55190,video,news,"Cleanup begins at homeless camps in Austin, Texas",Crews escorted by state police begin cleaning trash off the streets of Austin; Aishah Hasnie reports from the scene.
N33974,video,news,Gruesome videos emerge from Syria,New videos have emerged showing atrocities allegedly committed by Turkish-allied forces in Syria. CNN's Nick Paton Walsh reports.
N62593,video,news,Australia braces for more bushfires as conditions set to worsen,"Australian firefighters raced on Sunday to contain widespread bushfires that have left three people dead, and warned of ""catastrophic"" fire conditions ahead, including around the country's biggest city of Sydney. Emer McCarthy reports."
N7881,foodanddrink,newstrends,Make Wreaths And Terrariums In At Valley Green Inn,Friends of the Wissahickon is hosting the annual wreath-making workshop on Dec. 7 and added decorative winter terrariums to this year's fun.
N1487,foodanddrink,videos,How to Make Copycat Doritos Locos Tacos,"These cheesy nacho and ranch-flavored tacos are, dare we say it, even better than the fast-food version."
N27501,autos,autossuvs,20 of the Best 3-Row SUVs for 2020,Our picks for family-friendly SUVs in the mainstream and luxury segments
N48881,weather,weathertopstories,Power restored after second outage at Armstrong International Airport,"After suffering a power outage Saturday morning, New Orleans Armstrong International Airport tweeted about a second power outage around 11:55 a.m. Power has since been restored again, airport officials said. Officials said the outage was due to a loss of Entergy power. Airport officials said Entergy crews were working to restore service. The first power outage lasted for hours early Saturday morning. Officials said to check your flight status..."
N7632,finance,finance-companies,"Self-checkout encourages shoplifting, but stores love it anyway","A a recent review of shoplifting offenders, 72% said that self-checkout made theft easy to very easy; only 8% answered it made shoplifting more difficult."
N3323,health,medical,"Houston-area salons face fines for hygiene, licensing violations","Some Houston-area nail and beauty salons got slapped with hundreds and thousand of dollars in fines after the Texas Department of Licensing and Regulation found violations ranging from licensing issues to unsanitary conditions. Data from the TDLR shows 225 Harris County salons that faced fines or had their licenses revoked for the violations dating back to August 2017, with some as recent as Oct. 21, 2019. The vast majority fall into two..."
N65005,weather,weathertopstories,Thousands still without power from storm; some schools closed Friday,"Tens of thousands of electric customers in Massachusetts were still without power Friday afternoon, facing a chilly night."
N20246,health,medical,Allentown woman says she ignored measles quarantine because she was burying her daughter,"Tamika Brown says she was in Plainfield, New Jersey, for her 26-year-old daughter's funeral when she got a call from the Allentown Health Bureau informing her she was to be quarantined because she was exposed to a measles patient. ""There's no way,"" she said to the health worker. Brown said she was distraught. Her daughter's funeral was the next day and she needed to be with her ..."
N19063,health,medical,Are Manmade Viruses the Next Big Terrorist Threat?,"In the wrong hands, this technology could create a weapon with the potential to inflict catastrophic damage on an unprecedented scale."
N36833,finance,personalfinance,What viral budgets reveal about the rich,Income inequality and geographic inequality normalize absurd spending patterns.
N27962,weather,weathertopstories,"Firefighters Battle House Fire In Waterloo, Illinois","We are following breaking news out of Monroe County Illinois Tuesday night. A standoff in Columbia is now over. Crews from across the area were indirectly helping Columbia, including those from nearby Waterloo who are now also dealing with a house fire. Fox 2/News 11`s Molly Rose was live where it`s been a busy night for first responders."
N22048,foodanddrink,recipes,These Fried Mashed Potato Balls Are the Best Way to Use Thanksgiving Leftovers,A delicious way to keep the festivities going!
N61694,travel,video,What To Do If You Forget Or Lose Your Prescription While Traveling,"When traveling, having your medication is as important as having your passport, but in the rare occasion that you leave it behind, you run out or lose it, you need to prepare yourself for plan B. Veuer's Maria Mercedes Galuppo has more."
N44188,health,medical,Triple Negative Breast Cancer: Everything You Need to Know,Triple negative breast cancer has different treatments and outcomes than other types.
N9308,music,musicnews,CeCe Peniston tells Daily News why she accused Lizzo of copying her 'Finally' riff,"One of CeCe Peniston's biggest chart-topping hits is titled ""We Got a Love Thang,"" but there is no love between her and current chart-topper Lizzo. The dance-club diva went viral last week after posting a side-by-side comparison of her 1992 hit ""Finally"" and Lizzo's 2019 song ""Juice"" on Instagram, accusing the younger pop star of copying her popular ad-lib ""ya-ya-ee, ya-ya-ee"" in the ..."
N26081,foodanddrink,tipsandtricks,Here's How to Season a Turkey So It Actually Tastes Like Something,Want avoid a Thanksgiving bird that tastes like sawdust? Here's how to season a turkey so it actually tastes like something.
N22127,finance,finance-companies,Lawmaker blames investors for Boeing's race to sell troubled 737 Max,Boeing's CEO faces questions in Congress about the development and marketing of its 737 Max after two fatal crashes.
N17861,weather,weathertopstories,"Panga Boat Makes Landfall Near San Clemente Beach; Chinese, Mexican Nationals Arrested",More than a dozen Chinese and Mexican nationals were taken into custody last week after arriving in a makeshift boat on the coast of Southern California.
N20545,weather,weathertopstories,Endangered squirrel population in southeast Arizona sees small growth,"The Mount Graham red squirrel population is slowly coming back two years after nearly being wiped out by a wildfire in 2017. The Arizona Game and Fish Department said the population grew 4% from last year, from a minimum of 75 squirrels to 78 this year. This particular subspecies of red squirrel can only be found in the upper elevation conifer forests of the Pinaleño Mountains, the Game and Fish Department said. The squirrel was thought to have..."
N51434,finance,finance-real-estate,$16M Private Home On 82 Acres Is Priciest New Real Estate Listing,See all eight homes with asking prices of more than $3 million that hit the Massachusetts real estate market over the last week.
N21347,finance,markets,US said close to finalizing parts of trade deal with China,"The United States and China are close to finalizing some sections of a trade agreement after a phone call between top negotiators, the U.S. Trade Representative's office said Friday."
N40665,travel,travelnews,Startup Hopes To Take Off With $30 Commuter Flights As Soon As January,FLOAT says they can cut those commute times down to just 15 or 25 minutes with a $30 flight. The startup is testing routes to determine areas where there is most demand with a goal of taking flight in January.
N46200,autos,autosnews,Tow-Truck Driver Dies In Hwy 16 Crash In Yolo County,"He was ""not able to slow, stop or turn his vehicle in time"" to avoid the collision on SR-16 at County Road 94B, the CHP said."
N59116,travel,traveltripideas,This Ranch on Oahu Is Basically Hollywood's Hawaiian Filming Lot,"Some of the biggest movies and TV shows have been shot here (Jurassic Park! Lost!), and you can visit."
N7637,movies,movies-celebrity,Kevin Hart not suing driver in terrible car accident: Report,Kevin Hart plans to pay his own bills and won't sue his friend who was driving the car.
N49151,travel,travelarticle,"Charity event raises more than $20,000 for survivors of human trafficking","Three-hundred people showed up to raise money for survivors of human trafficking. The event was free to raise money for Rethreaded. The non-profit takes upcycled materials, such as cotton T-shirts and donated leather airplane seats from Southwest Airlines, and turns them into one-of-a-kind accessories. Each product is handcrafted in Jacksonville by a survivor of human trafficking. RELATED: Rethreaded set to host charity event on November 6th..."
N10247,autos,autosnews,"Pickup strikes, kills horse in roadway, erupts in flames near Enon",A pickup truck erupted in flames Friday night after it struck and killed a horse in the middle of the road near Enon.
N12240,foodanddrink,newstrends,Gaja wine pairing dinner coming to The Park Steakhouse in Park Ridge,"Gaja wines are the inspiration for Carlo Russo's Wine & Spirit World's Gaja five-course pairing dinner, held at The Park Steakhouse Nov. 14 at 6:30 p.m."
N13816,autos,autossema,SEMA 2019: Cars and Trucks Gone Wild,Auto aftermarket antics at the annual trade show in Las Vegas.… The post SEMA 2019: Cars and Trucks Gone Wild appeared first on autoNXT.net.
N55269,video,lifestyle,Indiana deputy helps out homeless man by giving him pair of shoes,"In a given day, more than 1,000 people can pass through security at the Clark County Courthouse. But one day, a person stood out to Lt. Shanon Grant. The man, known only as Brandon, is homeless, and told Grant his shoes had recently been stolen. Without hesitation, Grant went to his truck and grabbed his pair of black Nikes. ""I know how it feels not to have something,"" Grant said. ""So I went and got them and gave them to him."" Brandon normally wears a size 10 shoe, and Grant's shoes were a size 13.But that didn't seem to matter to Brandon. ""He was happy,"" Grant said. ""(He) put them on, jumped around the floor and took off."""
N49059,video,news,Farage: Brexit Party will not contest Tory seats,Brexit Party leader Nigel Farage says his party will not run in almost half of the U.K. seats in Britain's election. (Nov. 11)
N20524,weather,weathertopstories,Tropical activity in Atlantic not ready to shut down just yet,"The tropical Atlantic continues to have a weak pulse with a couple of areas being monitored for development. While Rebekah has transitioned to a non-tropical storm near the Azores to end this week, there continue to be potential candidates for tropical activity in the coming weeks over the Atlantic Ocean. ""There are currently two large, but disorganized areas of showers and thunderstorms we are keeping a close eye on through this weekend,"" Dan..."
N43264,foodanddrink,newstrends,Lake City's Quirky Neighborhood Russian Bar Closes After Three Years,Korochka Tavern's owners hope for a Wallingford revival
N32109,travel,travelnews,Cell Phone Forces Flight Diversion to Ireland,"When no one could identify the owner of the phone, the captain diverted the flight."
N41179,foodanddrink,newstrends,Kansas City's 5 best spots to score cheap Middle Eastern fare,"Looking for the best affordable Middle Eastern restaurants around Kansas City? Here's a rundown of top businesses in the city in your price range, with ratings, photos and more."
N57931,autos,autosnews,"Load of Logs Smashes through Windshield, but There's a Happy Ending",Georgia man survives a collision with log truck after the logs go through the windshield. Is this a driver-inattention story? You be the judge.
N27430,video,science,NASA Scientists Find Human Activity is Drying out the Amazon,"NASA Jet Propulsion Lab' researchers found the atmosphere above the Amazon rainforest has been drying out over the past two decades, and humans are mostly responsible."
N48944,travel,travelarticle,"Restaurant openings: 20 new, more planned at Jacksonville's Beaches","Atlantic Beach now has Texas-style barbecue. The old Chizu Japanese Steak & Seafood House site has a new tenant. And a new restaurant has opened on some prime waterfront property. Here are some of the most recent restaurant openings, from coffee shops to dessert spots, in Jacksonville Beach and the surrounding area, as well as what's expected in the future. See the full list."
N31807,weather,weathertopstories,2 employees taken to hospital after fire at water treatment plant in Gilbert,"GILBERT, AZ (3TV/CBS5) -- A fire at a water treatment plant in Gilbert sent two employees to the hospital. The fire broke out Thursday morning at the Greenfield Water Reclamation Plant near Queen Creek and Greenfield roads. When fire crews arrived at the scene, flames were showing at the facility. Firefighters made what they call ""an aggressive attack"" and were able to douse the flames, containing the fire to the new construction at the plant...."
N36071,weather,weathertopstories,How much snow will Northeast Ohio get tonight? Q&A video with National Weather Service,"CLEVELAND, Ohio -- It's beginning to look a lot like winter in Northeast Ohio after a November weather system brought snow to much of the area Tuesday. How much snow actually fell? Which cities got hit the hardest? And what's in store for overnight and the rest of the week? Reporter Hannah Drown will broadcast live video Q&A on cleveland.com's Facebook page around 3:30 p.m. Tuesday with a ..."
N55489,health,health-news,Air Quality Index: What to do when the air quality is bad in your area,How to protect yourself from unhealthy or hazardous air pollution.
N36933,health,nutrition,40 Foods Men Over 40 Should Avoid Like the Plague,Reading nutrition labels will help you make smarter food choices.
N44996,tv,tvnews,'Amy Should Be Forty' podcast hosts answer listener questions on the Amy Mihaljevic murder case,"Amy Should Be Forty, a new podcast produced by VAULT Studios and 3 News, has struck a chord with critics and listeners alike. The series explores the heartbreaking abduction and murder of Amy Mihaljevic, a 10-year-old girl from Bay Village, who went missing in 1989. She should be 40 years old today. Her killer has never been caught. Recently, the ""Amy Should Be Forty"" producers took questions from listeners during a Reddit AMA, which stands..."
N17169,travel,travelnews,Southwest Flight Diverts Due to 'Malfunctioning Coffee Pot',The flight's passengers were re-accommodated on another flight that departed about two-and-a-half hours later.
N53940,weather,weathertopstories,Freeze warning in store for much of Houston area Tuesday night,"Meteorologists have issued a freeze warning for much of the Houston area starting at 9 p.m. Tuesday night ahead of the first freeze of the 2019 winter season. While temperatures aren't expected to drop below freezing until late Tuesday night, getting there will be no piece of cake. Gusty winds and dropping temperatures will keep Houstonians chilly throughout the day, with temperatures in the mid-40s But by Tuesday afternoon, heavy cloud cover..."
N7025,weather,weathertopstories,Wintry weather causes travel mayhem in Midwest and Northeast,"An early season snowstorm has sent the eastern half of the United States into a winterlike frenzy this week. From record-breaking cold in the South to travel nightmares in the Midwest and heavy snow accumulation in New England, this storm system has sent millions of Americans scurrying to their calendars to ensure they're flipped to the right month. With over 1,500 flights canceled in Chicago, not including one plane that landed at O'Hare..."
N20825,foodanddrink,tipsandtricks,What's the Best Way to Store Coffee Beans?,The best way to store your coffee beans and keep them fresh depends on how soon you plan to use them.
N20651,foodanddrink,foodnews,"We tried KFC's new bone-in chicken wings, and here's our review",KFC recently announced that it would be adding bone-in chicken wings to its menu permanently.
N4675,foodanddrink,tipsandtricks,"Here's the Thanksgiving dinner $50 buys you at Aldi, Costco, Walmart and more","Here's a look at how much Thanksgiving dinner you can buy at Aldi, Costco, Trader Joe's, Walmart and Whole Foods without spending more than $50."
N43561,lifestyle,shop-holidays,"20 Gifts for People Who Say, 'Don't Get Me Anything'","Find the best gifts for the minimalist in your life who insists they don't want or need anything. From food and wine gift subscriptions to bucket-list experiences they will never forget, we've got the perfect collection of minimalist gift ideas to put a smile on their face without adding any clutter to their life. AAGdzGa"
N16906,lifestyle,lifestylebuzz,Cardi B Wore a Sexy Poison Ivy Costume With a Seven-Foot Wig for Halloween,See the best celebrity costumes of 2019.
N57986,weather,weathertopstories,Treasure Island Residents Deal With Latest Power Outage,"People living on Treasure Island may not have been affected by the recent PG&E Public Safety Power Shutoffs, but some residents on Wednesday were still without electricity following the latest outage."
N19821,lifestyle,lifestylebuzz,Local high school senior gives free ballet lessons to young students,"NORFOLK, Va. - Ballet has been a big part of Juliet Lancey's life since she was four. But when she's at Tidewater Park Elementary School, she's the teacher. ""We're not all super flexible from birth, so just watching them really reach to touch their toes and to have that kind of tenaciousness is awesome and it's inspiring,"" Juliet told us. She met many of these budding ballerinas while ..."
N63247,weather,weathertopstories,Firefighters race to control blazes before winds roar back,"A fire in the Los Angeles suburb of Santa Clarita has forced 50,000 people to evacuate, with some staying at an evacuation center at a local high school. (Oct. 25)"
N14463,lifestyle,lifestylebuzz,"4-year-old Hazel Park boy fatally mauled by pit bull, mother hospitalized",Police say the boy's mother stabbed the dog to protect her son. She was hospitalized for dog bites and other injuries.
N45151,music,musicnews,Taylor Swift and Andrew Lloyd Webber Team Up to Write New Original Song for Upcoming Cats Remake,Taylor Swift and Andrew Lloyd Webber Write New Original Song for Cats
N25133,weather,weathertopstories,"Gusty winds, fire risk to increase across California",Santa Ana winds will increase the fire threat across parts of California. A storm system moving into the northwestern United States on Friday will bring areas of rain and mountain snow to the region.
N10417,music,musicnews,Watch Miranda Lambert Invite a Little Girl On Stage Who 'Stole' Her Heart,The girl's mother thanked Lambert for raining attention on her daughter Remi during the show on Saturday night.
N50156,movies,movies-celebrity,"Melanie Griffith Recalls Having to Pay $80,000 After Coming to Working Girl Set Intoxicated","Melanie Griffith Was Asked to Pay $80,000 After Coming to Set Intoxicated"
N44988,music,musicnews,"The Black Crowes announce reunion, tour date in Cincinnati",The Black Crowes are back and coming to Cincinnati in August 2020.
N10180,health,medical,Culprit in vaping illness outbreak looks to be 'vitamin E acetate',NEW YORK (AP) -- U.S. health officials are reporting a breakthrough in their investigation into the cause of an outbreak of vaping illnesses. A government lab found the same chemical compound in lung fluid from 29 patients. The compound -- vitamin E acetate -- was previously found in vaping fluid used by many of those who got sick. But officials said Friday that this is more direct evidence that the chemical may be to blame. Vitamin E is safe as...
N4304,travel,travelnews,Where is 'Kokomo?' People are still searching for The Beach Boys' tropical island getaway,"You know the catchy, relaxing lyrics: ""Off the Florida Keys, there's a place called Kokomo,"" goes the 1988 hit by The Beach Boys. Three decades later, people are still wondering, where is Kokomo?"
N40572,lifestyle,lifestylerelationships,'I went from nothing to something' | DC chef proves your past doesn't have to dictate your future #ForTheCulture,"I'm the uncaged chef. No rules, Damian Brown said, describing the culinary style of his new restaurant. It only takes one look at a dish to understand why people line up around the block for a taste of Chef Brown's food. He's an experienced chef who left the corporate restaurant world to begin selling plates out of a carry-out joint in his Capitol Heights neighborhood once a week. ""I wasn't expecting the turn out,"" Brown said. ""I just made a..."
N41228,video,lifestyle,Remember Cher's plaid yellow blazer in Clueless?,"The Dolce & Gabbana skirt and blazer combo Alicia Silverstone wears at the beginning of 1995's ""Clueless"" was just one of the film's era-defining sartorial statements."
N3697,movies,movies-celebrity,Are Meg Ryan and John Mellencamp Back On? Actress Seen with Engagement Ring After Breakup,Are Meg Ryan and John Mellencamp Back On? Actress Seen with Engagement Ring
N64556,tv,tvnews,Clark County Common Pleas Court cases,Auditor's Office;
N51863,video,peopleandplaces,Naval Academy graduate surprises mom at dinner,This mom had no idea her favorite sailor was about to crash dinner.
N16504,health,wellness,"Texting Thumb Hurts, and It's Your Valid Excuse to Finally Unplug",The number of blue light glasses and tech neck creams on the market have probably clued you in: technology can do some damage to our bodies
N32171,autos,autosnews,Motorcyclist Killed In Crash After Allegedly Running Stop Sign,"DETROIT (WWJ) - A motorcyclist who was allegedly speeding through the streets of Detroit was killed in a crash Wednesday evening. The accident happened just before 5:30 p.m. near the intersection of Blaine Street and Third Avenue, off the Lodge Freeway between Chicago and Grand Boulevard. The victim was riding a Honda motorcycle when he apparently disregarded a stop sign and collided with a minivan. He was fatally injured. The other driver was..."
N15283,weather,weathertopstories,"As snow moves toward East Coast, bitter cold hits Midwest","CHICAGO (AP)   Much of the snow that was supposed to fall in the Midwest has come down and now it's time for the main event: Record-breaking cold. The National Weather Service said Tuesday and Wednesday may see record cold from the southern Plains to the Mississippi Valley to the Great Lakes and beyond, thanks to what it calls an ""arctic airmass"" that started in Siberia and has been spilling over a big chunk of the Midwest and East Coast."
N58914,weather,weathertopstories,'The worst fires in California history',California's Lt. Governor Eleni Kounalakis says the fires are so hot they create weather patterns we've never seen before.
N36329,weather,weathertopstories,Texas needs better management of small power sources,"Electricity consumers in Texas could save nearly $5.5 billion over the next decade by using distributed energy resources such as solar energy, energy storage and electric vehicles to reduce the need for more expensive peak power generation and investments in transmission and distribution, according to a new study. The energy industry trade group Texas Advanced Energy Business Alliance of Austin reported that Texas households could save an..."
N39613,video,news,Hateful anti-media video highlights 'empathy gap',"Katie Rogers, Olivia Nuzzi and Matt Lewis discuss the fake-Trump-as-murderer video that made the rounds on social media. ""I think we have an empathy gap,"" Nuzzi says. She posits that Trump hasn't personally condemned vile anti-media video because ""some of his supporters like it, who think it's funny."""
N16199,lifestyle,causes,"1 Family's Adoption Photo Shoot Is on Point, but the Touching Story Behind It Is Everything","When Keia Jones-Baldwin married her husband, Richardro, she was eager to expand her family."
N2367,travel,travelarticle,The Sky Bar Is Coming Back To Sudbury,The candy that was thought to be lost in early 2019 is making its way back to Sudbury. WBZ-TV's Paula Ebben has the story.
N11814,weather,weathertopstories,"NES: Power restored to 10,000 after equipment malfunction due to freezing conditions","Nashville Electric Service reported large outages affecting 10,125 customers near the Antioch area. The outages were reported just after 7 a.m."
N45601,video,news,"San Francisco's newly elected DA promises not to prosecute public urination, other quality-of-life crimes",Chesa Boudin seeks to 'decriminalize poverty and homelessness'; Claudia Cowan reports.
N11246,tv,tv-gallery,Best Original Series Made for Streaming,"[cnxvideo id=""625458″ placement=""ros""] With high speed internet widely available to most Americans using any of their devices, instantaneous enjoyment of countless hours of television is more or less always a click away   made possible by streaming."
N47454,travel,travelnews,"Rodents, roaches, flying insects close 13 Central Florida restaurants","Checkers, Ruby Tuesday's and Hungry Howie's in Central Florida were among the restaurants temporarily closed by state inspectors over health violations in the past month. Thirteen Central Florida restaurants were temporarily closed between Oct. 4 and Nov. 5 for violations that included rodents, roaches and flying insects. A Checkers at 11816 E. Colonial Drive, Orlando, was temporarily closed Oct. 8 with an inspection finding small, flying..."
N21495,music,musicnews,Yee Haw Brewing hosts Music City Cares benefit,"NASHVILLE, TN (WSMV) - Yee Haw Brewing hosted Music City Care, a benefit show, on Monday. The event included a silent auction and performances by relatives of Loretta Lynn, Hank Williams Jr. and Keith Whitley. All the money raised will go to six different organizations that help veterans. The organizer said the show is his way to say thank you to those who served. ""I know these men and women who have served go through a lot and I just wanted to..."
N54127,autos,autosresearch,2019 Best Driver's Car Day 3-5: Lap Laguna Seca/Relap Laguna Seca,Burning tires and breaking records
N36458,autos,autosclassics,Be The Wind In A 1989 Porsche 911 Speedster,This all-original two-owner car is up for grabs.
N55095,weather,weathertopstories,"5 inches of snow, cold temperatures forecast for Battle Creek","Snow widespread across the state, with potentially more on the way Tuesday"
N16584,weather,weathertopstories,Great Lakes water levels could be even higher in 2020,"Connected lakes Michigan and Huron, and Lake St. Clair are almost 3 feet above long-term averages for October   and water levels could get higher."
N10146,autos,autosnews,I-55 reopen near Hamel after duo seriously injured in crash,"HAMEL, Ill. (KMOV.com)   Both directions of Interstate 55 are reopen near Hamel, Illinois following a Thursday morning crash. The Illinois State Police Department said a Honda CRV crashed into the median and overturned several times on northbound Interstate 55 at mile marker 28 at 9:13 a.m. According to police, a 24-year-old man and 25-year-old woman, both from Nixa, Missouri, were ejected from the SUV. The woman reportedly became trapped under..."
N37157,video,animals,Panda Cub Finds Cosy Spot in Wicker Basket,"A playful and cute panda cub really enjoyed its wicker basket at the Chengdu Research Base of Giant Panda Breeding in Sichuan, China. Cheng Feng, the cub, can be seen poking its head in and out as it plays. The video was posted to YouTube by iPanda, an outlet that produces popular videos of the pandas at the Chengdu base. The Chengdu base is a nonprofit organization dedicated to giant panda conservation through research and education. Credit: iPanda via Storyful"
N13539,autos,autosclassics,Load up on vintage trucks and SUVs crossing the block in Iowa,Classic trucks set to star at Mecum Auctions Davenport sale
